node_id,fraud_score,if_score,lof_score,heuristic_score,risk_level,is_anomaly
acc_M1256554496,0.505279,0.330378,0.891521,0.0,MEDIUM,0
acc_C1959430764,0.505277,0.322236,0.731928,0.45,MEDIUM,0
acc_M1361294362,0.505276,0.333408,0.888106,0.0,MEDIUM,0
tx_44696,0.505275,0.235426,0.792083,0.55,MEDIUM,0
tx_34682,0.505274,0.303349,0.921917,0.0,MEDIUM,0
acc_C299581952,0.505273,0.324558,0.729304,0.45,MEDIUM,0
acc_M1011387188,0.505273,0.363026,0.854777,0.0,MEDIUM,0
tx_13895,0.505273,0.248346,0.983793,0.0,MEDIUM,0
tx_40737,0.505266,0.29585,0.930335,0.0,MEDIUM,0
tx_6173,0.505266,0.284779,0.942789,0.0,MEDIUM,0
tx_10589,0.50526,0.282502,0.945335,0.0,MEDIUM,0
tx_21399,0.505259,0.274409,0.954438,0.0,MEDIUM,0
acc_M1401654700,0.505258,0.340494,0.880088,0.0,MEDIUM,0
tx_34474,0.505257,0.189211,0.806531,0.65,MEDIUM,0
tx_28655,0.505252,0.284887,0.942631,0.0,MEDIUM,0
acc_C1198173208,0.505249,0.344464,0.70685,0.45,MEDIUM,0
tx_39698,0.505249,0.277793,0.950606,0.0,MEDIUM,0
tx_3051,0.505248,0.330519,0.891285,0.0,MEDIUM,0
tx_9867,0.505247,0.282912,0.944841,0.0,MEDIUM,0
acc_C735776066,0.505247,0.317878,0.736754,0.45,MEDIUM,0
tx_29820,0.505239,0.30252,0.922762,0.0,MEDIUM,0
acc_C505985567,0.505237,0.345146,0.706054,0.45,MEDIUM,0
acc_M1588387327,0.505236,0.323541,0.899106,0.0,MEDIUM,0
acc_M1791389949,0.505233,0.370702,0.846044,0.0,MEDIUM,0
tx_46118,0.505232,0.333817,0.887537,0.0,MEDIUM,0
acc_M807088958,0.50523,0.336862,0.884104,0.0,MEDIUM,0
tx_11757,0.505227,0.325641,0.89672,0.0,MEDIUM,0
acc_M1188992772,0.505227,0.339164,0.881507,0.0,MEDIUM,0
tx_49631,0.505225,0.168227,0.942558,0.35,MEDIUM,0
tx_39080,0.505225,0.31666,0.906819,0.0,MEDIUM,0
tx_17384,0.505224,0.265968,0.963846,0.0,MEDIUM,0
acc_M114452799,0.505219,0.418684,0.792028,0.0,MEDIUM,0
tx_43245,0.505218,0.328442,0.893547,0.0,MEDIUM,0
tx_3430,0.505217,0.285574,0.941771,0.0,MEDIUM,0
acc_C356223737,0.505216,0.332488,0.72024,0.45,MEDIUM,0
tx_38669,0.505214,0.294081,0.932193,0.0,MEDIUM,0
tx_12080,0.505212,0.273571,0.955262,0.0,MEDIUM,0
tx_9921,0.505209,0.283322,0.944286,0.0,MEDIUM,0
tx_42318,0.505209,0.340008,0.674262,0.55,MEDIUM,0
tx_15011,0.505208,0.2665,0.963207,0.0,MEDIUM,0
tx_33057,0.505204,0.286302,0.94092,0.0,MEDIUM,0
acc_M1720073073,0.505204,0.336496,0.88445,0.0,MEDIUM,0
tx_21104,0.505203,0.290513,0.936179,0.0,MEDIUM,0
acc_C1033985040,0.505202,0.327264,0.894833,0.0,MEDIUM,0
tx_45627,0.505202,0.268408,0.961046,0.0,MEDIUM,0
tx_31591,0.505202,0.277152,0.95121,0.0,MEDIUM,0
tx_26261,0.5052,0.287368,0.939711,0.0,MEDIUM,0
tx_35216,0.505197,0.298594,0.927074,0.0,MEDIUM,0
tx_10923,0.505197,0.330036,0.891703,0.0,MEDIUM,0
tx_18016,0.505196,0.317157,0.793689,0.3,MEDIUM,0
acc_M536994956,0.50518,0.358804,0.859297,0.0,MEDIUM,0
tx_8317,0.50518,0.3829,0.832189,0.0,MEDIUM,0
tx_4296,0.505179,0.355825,0.862645,0.0,MEDIUM,0
acc_C190611826,0.505179,0.337899,0.71406,0.45,MEDIUM,0
tx_21420,0.505178,0.282794,0.944801,0.0,MEDIUM,0
acc_C148802311,0.505178,0.329848,0.723115,0.45,MEDIUM,0
tx_39514,0.505178,0.259985,0.970463,0.0,MEDIUM,0
tx_31614,0.505176,0.291047,0.935512,0.0,MEDIUM,0
tx_7974,0.50517,0.288209,0.938689,0.0,MEDIUM,0
acc_M349544206,0.505168,0.386135,0.828518,0.0,MEDIUM,0
acc_C1387003960,0.505164,0.34546,0.705518,0.45,MEDIUM,0
tx_27409,0.505161,0.268572,0.96076,0.0,MEDIUM,0
tx_6487,0.505161,0.301361,0.923871,0.0,MEDIUM,0
acc_M1221759982,0.505159,0.340062,0.880326,0.0,MEDIUM,0
tx_9467,0.505156,0.281552,0.946144,0.0,MEDIUM,0
acc_C1264254236,0.505155,0.302117,0.716755,0.55,MEDIUM,0
tx_34997,0.505153,0.285334,0.941883,0.0,MEDIUM,0
tx_48543,0.505152,0.204669,0.957629,0.2,MEDIUM,0
acc_M957251916,0.505152,0.355805,0.8626,0.0,MEDIUM,0
tx_21499,0.50515,0.295461,0.930481,0.0,MEDIUM,0
tx_14642,0.505145,0.246941,0.985054,0.0,MEDIUM,0
acc_C1950128897,0.505145,0.324107,0.691993,0.55,MEDIUM,0
tx_1532,0.505144,0.266322,0.963248,0.0,MEDIUM,0
acc_M1685415106,0.505143,0.34214,0.87795,0.0,MEDIUM,0
tx_46718,0.505139,0.288695,0.938067,0.0,MEDIUM,0
tx_45165,0.505129,0.335038,0.885904,0.0,MEDIUM,0
acc_M2103548875,0.505125,0.33561,0.885253,0.0,MEDIUM,0
tx_13260,0.505124,0.277585,0.950526,0.0,MEDIUM,0
tx_48362,0.505124,0.299523,0.925848,0.0,MEDIUM,0
tx_38922,0.505123,0.2749,0.953544,0.0,MEDIUM,0
acc_M1236667587,0.505121,0.333259,0.887887,0.0,MEDIUM,0
tx_43828,0.50512,0.302393,0.922608,0.0,MEDIUM,0
acc_C329658612,0.505118,0.335166,0.716983,0.45,MEDIUM,0
acc_M523780206,0.505108,0.346571,0.872878,0.0,MEDIUM,0
tx_11362,0.505107,0.243562,0.913759,0.2,MEDIUM,0
tx_11352,0.505105,0.284638,0.942546,0.0,MEDIUM,0
acc_C1635239913,0.505099,0.466613,0.737807,0.0,MEDIUM,0
tx_4071,0.505099,0.279924,0.947833,0.0,MEDIUM,0
tx_16779,0.505098,0.286487,0.940447,0.0,MEDIUM,0
acc_M106307144,0.505098,0.342697,0.87721,0.0,MEDIUM,0
tx_38504,0.505094,0.277816,0.950192,0.0,MEDIUM,0
tx_2603,0.505087,0.355543,0.862732,0.0,MEDIUM,0
tx_7207,0.505085,0.282835,0.944524,0.0,MEDIUM,0
acc_C606028384,0.505085,0.32786,0.72512,0.45,MEDIUM,0
tx_29894,0.505084,0.268789,0.960323,0.0,MEDIUM,0
tx_43703,0.505082,0.345056,0.874515,0.0,MEDIUM,0
acc_C199737608,0.505078,0.335175,0.716873,0.45,MEDIUM,0
acc_M658328922,0.505078,0.342973,0.876851,0.0,MEDIUM,0
tx_13874,0.505077,0.267889,0.961317,0.0,MEDIUM,0
acc_M626972900,0.505076,0.343886,0.875818,0.0,MEDIUM,0
acc_M248050873,0.505071,0.35181,0.866892,0.0,MEDIUM,0
acc_M255187949,0.505069,0.341773,0.878178,0.0,MEDIUM,0
tx_33832,0.505069,0.278805,0.949016,0.0,MEDIUM,0
acc_C1053038179,0.505069,0.326101,0.727059,0.45,MEDIUM,0
acc_M1066104222,0.505068,0.34026,0.879876,0.0,MEDIUM,0
acc_M922029807,0.505064,0.339799,0.880385,0.0,MEDIUM,0
tx_13860,0.505061,0.254725,0.976086,0.0,MEDIUM,0
acc_C929296575,0.505061,0.324083,0.729308,0.45,MEDIUM,0
acc_M1010941951,0.505061,0.356849,0.861197,0.0,MEDIUM,0
acc_M2016403773,0.505061,0.33358,0.887373,0.0,MEDIUM,0
acc_M4594799,0.50506,0.341202,0.878797,0.0,MEDIUM,0
tx_8294,0.505059,0.334985,0.88579,0.0,MEDIUM,0
acc_C1114084017,0.505056,0.316359,0.737986,0.45,MEDIUM,0
acc_M1971162159,0.505056,0.340436,0.879648,0.0,MEDIUM,0
tx_49085,0.505046,0.281848,0.945536,0.0,MEDIUM,0
tx_40064,0.505042,0.344463,0.875083,0.0,MEDIUM,0
tx_20309,0.50504,0.338243,0.750828,0.35,MEDIUM,0
acc_M265554262,0.505037,0.324467,0.897567,0.0,MEDIUM,0
tx_11846,0.505028,0.298342,0.926935,0.0,MEDIUM,0
tx_7567,0.505026,0.327355,0.894291,0.0,MEDIUM,0
acc_M1414807531,0.505025,0.344919,0.874529,0.0,MEDIUM,0
tx_37557,0.505024,0.331581,0.889531,0.0,MEDIUM,0
acc_C45207973,0.505024,0.344761,0.705954,0.45,MEDIUM,0
tx_34927,0.50502,0.320429,0.902067,0.0,MEDIUM,0
acc_C1569541768,0.505018,0.329434,0.891932,0.0,MEDIUM,0
acc_M1372621296,0.505015,0.357033,0.860874,0.0,MEDIUM,0
tx_47416,0.50501,0.238473,0.862992,0.35,MEDIUM,0
acc_C1900043984,0.50501,0.325465,0.727627,0.45,MEDIUM,0
tx_32899,0.505009,0.30096,0.923943,0.0,MEDIUM,0
tx_8947,0.505006,0.29863,0.926555,0.0,MEDIUM,0
acc_C1876192097,0.505004,0.314771,0.739643,0.45,MEDIUM,0
acc_M646297172,0.505004,0.340832,0.879075,0.0,MEDIUM,0
tx_43261,0.505003,0.26813,0.960862,0.0,MEDIUM,0
tx_7988,0.505001,0.312308,0.911157,0.0,MEDIUM,0
acc_C171622553,0.504999,0.330902,0.721482,0.45,MEDIUM,0
tx_23584,0.504994,0.302053,0.922676,0.0,MEDIUM,0
tx_41057,0.504993,0.159598,0.951686,0.35,MEDIUM,0
acc_C443873451,0.50499,0.343816,0.706933,0.45,MEDIUM,0
tx_11112,0.504983,0.272603,0.95578,0.0,MEDIUM,0
acc_M1103456560,0.50498,0.334679,0.885935,0.0,MEDIUM,0
acc_C1733034446,0.504976,0.327693,0.725034,0.45,MEDIUM,0
tx_47231,0.504976,0.284501,0.942377,0.0,MEDIUM,0
acc_C2046754646,0.504974,0.332255,0.719897,0.45,MEDIUM,0
acc_C304360013,0.504974,0.353669,0.864558,0.0,MEDIUM,0
tx_47660,0.504973,0.281922,0.945269,0.0,MEDIUM,0
tx_49257,0.504971,0.289608,0.936619,0.0,MEDIUM,0
tx_16380,0.504968,0.312156,0.911245,0.0,MEDIUM,0
tx_15499,0.504967,0.274802,0.953266,0.0,MEDIUM,0
tx_8108,0.504966,0.273673,0.954533,0.0,MEDIUM,0
acc_C56891872,0.504965,0.334061,0.717844,0.45,MEDIUM,0
tx_35255,0.504965,0.251306,0.848442,0.35,MEDIUM,0
tx_46183,0.504963,0.134322,0.867545,0.65,MEDIUM,0
tx_10863,0.504961,0.275352,0.952632,0.0,MEDIUM,0
acc_M38857197,0.504961,0.362644,0.854427,0.0,MEDIUM,0
tx_36072,0.50496,0.248181,0.983196,0.0,MEDIUM,0
acc_M1957947378,0.50496,0.317203,0.905548,0.0,MEDIUM,0
tx_15418,0.504958,0.315443,0.907523,0.0,MEDIUM,0
acc_C1182035052,0.504951,0.34731,0.702904,0.45,MEDIUM,0
tx_15971,0.504951,0.301001,0.923751,0.0,MEDIUM,0
tx_44311,0.504951,0.29357,0.93211,0.0,MEDIUM,0
tx_31433,0.504951,0.314686,0.908356,0.0,MEDIUM,0
tx_32386,0.504949,0.290707,0.729078,0.55,MEDIUM,0
acc_C919431525,0.504948,0.315437,0.738753,0.45,MEDIUM,0
acc_M804400019,0.504948,0.354155,0.863946,0.0,MEDIUM,0
tx_20619,0.504947,0.269462,0.959223,0.0,MEDIUM,0
tx_2121,0.504947,0.290298,0.935782,0.0,MEDIUM,0
tx_44290,0.504946,0.282801,0.944213,0.0,MEDIUM,0
tx_29612,0.504946,0.254753,0.975767,0.0,MEDIUM,0
tx_7454,0.504946,0.279106,0.94837,0.0,MEDIUM,0
acc_M662376084,0.504943,0.327245,0.894207,0.0,MEDIUM,0
acc_M1242524532,0.504942,0.335446,0.884979,0.0,MEDIUM,0
tx_40905,0.504941,0.27946,0.947958,0.0,MEDIUM,0
tx_13738,0.50494,0.26534,0.963843,0.0,MEDIUM,0
tx_38808,0.504936,0.289513,0.936639,0.0,MEDIUM,0
tx_36186,0.504933,0.209908,0.819936,0.55,MEDIUM,0
tx_4700,0.504933,0.283426,0.943477,0.0,MEDIUM,0
tx_36861,0.504931,0.287549,0.938835,0.0,MEDIUM,0
acc_C401856126,0.504929,0.324792,0.728181,0.45,MEDIUM,0
acc_M1523733875,0.504928,0.366721,0.849758,0.0,MEDIUM,0
acc_M165690478,0.504926,0.37386,0.841721,0.0,MEDIUM,0
tx_46702,0.504926,0.2891,0.937078,0.0,MEDIUM,0
acc_C1695159564,0.504925,0.332295,0.719732,0.45,MEDIUM,0
acc_C2038642232,0.504923,0.328332,0.724185,0.45,MEDIUM,0
acc_C406951990,0.504918,0.327285,0.725348,0.45,MEDIUM,0
tx_16128,0.504915,0.275613,0.952223,0.0,MEDIUM,0
tx_5081,0.504914,0.298603,0.926358,0.0,MEDIUM,0
tx_47186,0.504913,0.32404,0.897737,0.0,MEDIUM,0
acc_C1657842786,0.504912,0.349083,0.700813,0.45,MEDIUM,0
tx_17720,0.50491,0.315945,0.906837,0.0,MEDIUM,0
tx_25437,0.50491,0.28196,0.945071,0.0,MEDIUM,0
tx_2467,0.504908,0.340754,0.878921,0.0,MEDIUM,0
acc_M766696861,0.504907,0.364862,0.851797,0.0,MEDIUM,0
tx_24564,0.504905,0.303323,0.921025,0.0,MEDIUM,0
tx_24051,0.504904,0.294292,0.931182,0.0,MEDIUM,0
acc_C322634734,0.504901,0.321527,0.731784,0.45,MEDIUM,0
acc_C551705591,0.5049,0.346139,0.704094,0.45,MEDIUM,0
tx_42901,0.504898,0.284076,0.94266,0.0,MEDIUM,0
tx_26001,0.504896,0.275825,0.951936,0.0,MEDIUM,0
tx_40939,0.504896,0.298554,0.682617,0.65,MEDIUM,0
tx_5128,0.504895,0.264472,0.964706,0.0,MEDIUM,0
tx_7270,0.504894,0.273062,0.955041,0.0,MEDIUM,0
tx_16672,0.504893,0.270651,0.957752,0.0,MEDIUM,0
tx_39732,0.504893,0.324834,0.896795,0.0,MEDIUM,0
tx_36375,0.504891,0.292768,0.932863,0.0,MEDIUM,0
acc_M678091738,0.50489,0.315914,0.906822,0.0,MEDIUM,0
acc_C955611965,0.504885,0.325298,0.727503,0.45,MEDIUM,0
tx_12985,0.504883,0.3309,0.889945,0.0,MEDIUM,0
acc_M918081502,0.504881,0.401402,0.810626,0.0,MEDIUM,0
tx_19701,0.50488,0.359686,0.857552,0.0,MEDIUM,0
acc_C895653609,0.504879,0.325197,0.6901,0.55,MEDIUM,0
tx_24623,0.504875,0.267105,0.961693,0.0,MEDIUM,0
tx_13651,0.504873,0.284175,0.942486,0.0,MEDIUM,0
acc_C898569580,0.504873,0.413687,0.590534,0.55,MEDIUM,0
acc_C79337380,0.504873,0.373147,0.842392,0.0,MEDIUM,0
acc_M10308215,0.504872,0.36469,0.851904,0.0,MEDIUM,0
acc_C599999457,0.50487,0.33176,0.720195,0.45,MEDIUM,0
acc_M1415298997,0.504869,0.357404,0.860093,0.0,MEDIUM,0
acc_C1116654932,0.504868,0.367925,0.642005,0.55,MEDIUM,0
acc_C156446979,0.504866,0.3385,0.712601,0.45,MEDIUM,0
acc_M1105700164,0.504866,0.332001,0.888663,0.0,MEDIUM,0
tx_30205,0.504865,0.323814,0.897872,0.0,MEDIUM,0
acc_M537255019,0.504864,0.357558,0.859907,0.0,MEDIUM,0
tx_42218,0.504859,0.119227,0.884267,0.65,MEDIUM,0
tx_2979,0.504856,0.30128,0.923201,0.0,MEDIUM,0
tx_44839,0.504854,0.273842,0.954062,0.0,MEDIUM,0
acc_M2020615285,0.504853,0.338403,0.881429,0.0,MEDIUM,0
acc_C2093625852,0.504853,0.371784,0.675126,0.45,MEDIUM,0
acc_C1583480343,0.50485,0.340287,0.710551,0.45,MEDIUM,0
acc_M1860591867,0.504847,0.383566,0.830606,0.0,MEDIUM,0
tx_34658,0.504842,0.299595,0.925061,0.0,MEDIUM,0
acc_M1099925775,0.504839,0.337071,0.882893,0.0,MEDIUM,0
tx_6799,0.504838,0.293011,0.932459,0.0,MEDIUM,0
tx_9629,0.504837,0.294825,0.930416,0.0,MEDIUM,0
tx_20433,0.504834,0.295278,0.929898,0.0,MEDIUM,0
tx_2030,0.504833,0.282378,0.944407,0.0,MEDIUM,0
acc_C731385222,0.504831,0.341114,0.709574,0.45,MEDIUM,0
tx_14635,0.50483,0.354272,0.863518,0.0,MEDIUM,0
acc_M1644128841,0.50483,0.334389,0.885887,0.0,MEDIUM,0
tx_11003,0.504829,0.265012,0.963933,0.0,MEDIUM,0
tx_43733,0.504827,0.278588,0.873656,0.2,MEDIUM,0
tx_42474,0.504825,0.271436,0.956697,0.0,MEDIUM,0
tx_49126,0.504819,0.319906,0.902153,0.0,MEDIUM,0
acc_M832248951,0.504815,0.351226,0.866907,0.0,MEDIUM,0
tx_17161,0.504808,0.278069,0.949191,0.0,MEDIUM,0
tx_28906,0.504807,0.22969,0.872365,0.35,MEDIUM,0
tx_22649,0.504805,0.284918,0.94148,0.0,MEDIUM,0
tx_2340,0.5048,0.345028,0.873843,0.0,MEDIUM,0
acc_M65606260,0.5048,0.323135,0.898473,0.0,MEDIUM,0
acc_M1463885950,0.504797,0.384416,0.829524,0.0,MEDIUM,0
tx_31365,0.504793,0.297384,0.927425,0.0,MEDIUM,0
tx_25882,0.504788,0.339562,0.879962,0.0,MEDIUM,0
acc_M267331432,0.504784,0.336397,0.883513,0.0,MEDIUM,0
tx_8799,0.504784,0.298203,0.92648,0.0,MEDIUM,0
acc_C1682942720,0.504783,0.344426,0.705729,0.45,MEDIUM,0
acc_C835175041,0.504781,0.46687,0.736723,0.0,MEDIUM,0
tx_39974,0.504781,0.269057,0.959263,0.0,MEDIUM,0
tx_37579,0.504776,0.290663,0.934945,0.0,MEDIUM,0
tx_13910,0.504774,0.304805,0.91903,0.0,MEDIUM,0
acc_C1577243075,0.504773,0.338189,0.71272,0.45,MEDIUM,0
tx_44607,0.504771,0.285251,0.80977,0.35,MEDIUM,0
tx_28876,0.50477,0.310356,0.912774,0.0,MEDIUM,0
tx_9658,0.504768,0.327038,0.894003,0.0,MEDIUM,0
tx_10384,0.504767,0.278819,0.948246,0.0,MEDIUM,0
acc_M198647417,0.504763,0.318125,0.904018,0.0,MEDIUM,0
tx_43706,0.504763,0.263511,0.721706,0.65,MEDIUM,0
acc_C1666362488,0.504761,0.323552,0.729155,0.45,MEDIUM,0
acc_M177400647,0.504758,0.362299,0.85431,0.0,MEDIUM,0
tx_39147,0.504758,0.225753,0.801672,0.55,MEDIUM,0
acc_C823752553,0.504756,0.341775,0.877394,0.0,MEDIUM,0
acc_C1433308718,0.504749,0.35487,0.693894,0.45,MEDIUM,0
acc_C1151617540,0.504747,0.363194,0.684525,0.45,MEDIUM,0
tx_29374,0.504744,0.279499,0.947424,0.0,MEDIUM,0
tx_21671,0.504741,0.273097,0.954618,0.0,MEDIUM,0
tx_4100,0.504737,0.367006,0.848962,0.0,MEDIUM,0
tx_49422,0.504733,0.267176,0.96126,0.0,MEDIUM,0
tx_12561,0.504732,0.333112,0.887078,0.0,MEDIUM,0
tx_47263,0.504728,0.271322,0.956582,0.0,MEDIUM,0
acc_M1802415698,0.504727,0.342997,0.875946,0.0,MEDIUM,0
tx_48448,0.504724,0.278535,0.948459,0.0,MEDIUM,0
tx_36074,0.504723,0.328529,0.892213,0.0,MEDIUM,0
tx_33657,0.504723,0.31448,0.908018,0.0,MEDIUM,0
acc_M1048524951,0.504722,0.331456,0.888918,0.0,MEDIUM,0
acc_M2004305265,0.50472,0.355211,0.862187,0.0,MEDIUM,0
tx_11585,0.504718,0.336156,0.883619,0.0,MEDIUM,0
acc_M249109901,0.504718,0.340741,0.878463,0.0,MEDIUM,0
tx_35366,0.504716,0.274381,0.953111,0.0,MEDIUM,0
tx_33405,0.504715,0.282214,0.944296,0.0,MEDIUM,0
acc_M1604538233,0.504714,0.322343,0.899149,0.0,MEDIUM,0
tx_47999,0.50471,0.289599,0.935976,0.0,MEDIUM,0
tx_33479,0.504702,0.287202,0.938653,0.0,MEDIUM,0
tx_3189,0.504699,0.27979,0.946984,0.0,MEDIUM,0
tx_15103,0.504696,0.295322,0.929501,0.0,MEDIUM,0
tx_42404,0.504692,0.262784,0.966099,0.0,MEDIUM,0
tx_46198,0.504688,0.19055,0.916103,0.35,MEDIUM,0
tx_12980,0.504679,0.315023,0.907297,0.0,MEDIUM,0
acc_M509559152,0.504677,0.337412,0.882105,0.0,MEDIUM,0
tx_23172,0.504675,0.269451,0.958555,0.0,MEDIUM,0
tx_10767,0.504674,0.303019,0.920788,0.0,MEDIUM,0
tx_39272,0.504674,0.279544,0.947199,0.0,MEDIUM,0
tx_5915,0.504673,0.329833,0.890621,0.0,MEDIUM,0
acc_C1545634845,0.50467,0.439058,0.598985,0.45,MEDIUM,0
tx_28632,0.504666,0.298179,0.926214,0.0,MEDIUM,0
acc_C1296910502,0.504661,0.351773,0.697159,0.45,MEDIUM,0
acc_M1152606315,0.504658,0.36461,0.85146,0.0,MEDIUM,0
tx_47430,0.504653,0.285739,0.940176,0.0,MEDIUM,0
tx_13891,0.50465,0.277616,0.949308,0.0,MEDIUM,0
tx_33982,0.504646,0.311662,0.910995,0.0,MEDIUM,0
tx_13226,0.504636,0.306159,0.91716,0.0,MEDIUM,0
tx_12227,0.504636,0.333998,0.754592,0.35,MEDIUM,0
tx_5308,0.504632,0.2695,0.958392,0.0,MEDIUM,0
tx_23554,0.504631,0.275959,0.951124,0.0,MEDIUM,0
tx_25439,0.50463,0.283168,0.943011,0.0,MEDIUM,0
tx_13292,0.504629,0.31095,0.911755,0.0,MEDIUM,0
acc_C930317866,0.504629,0.32894,0.722764,0.45,MEDIUM,0
acc_C1101481055,0.504628,0.355554,0.861571,0.0,MEDIUM,0
tx_38430,0.504628,0.294588,0.930159,0.0,MEDIUM,0
acc_C428619027,0.504624,0.455817,0.748766,0.0,MEDIUM,0
acc_C49014430,0.504622,0.316504,0.736738,0.45,MEDIUM,0
acc_M1344908300,0.504622,0.326497,0.894245,0.0,MEDIUM,0
acc_C19755787,0.504622,0.36121,0.686443,0.45,MEDIUM,0
acc_C432953722,0.504618,0.336179,0.714594,0.45,MEDIUM,0
acc_M1256815829,0.504615,0.34169,0.877137,0.0,MEDIUM,0
tx_30939,0.504606,0.260066,0.968941,0.0,MEDIUM,0
acc_C1159644013,0.504604,0.341609,0.70845,0.45,MEDIUM,0
tx_15509,0.504604,0.224153,0.878089,0.35,MEDIUM,0
tx_32119,0.504603,0.298254,0.925972,0.0,MEDIUM,0
tx_27502,0.504601,0.277211,0.949641,0.0,MEDIUM,0
tx_11107,0.504599,0.361421,0.8549,0.0,MEDIUM,0
tx_2498,0.504597,0.27955,0.946999,0.0,MEDIUM,0
tx_41511,0.504597,0.292537,0.932388,0.0,MEDIUM,0
tx_41153,0.504591,0.273811,0.95344,0.0,MEDIUM,0
acc_C186987520,0.504586,0.299574,0.755695,0.45,MEDIUM,0
acc_C279189167,0.504585,0.332895,0.718205,0.45,MEDIUM,0
tx_32105,0.504584,0.274398,0.952762,0.0,MEDIUM,0
acc_M1138171728,0.504584,0.3461,0.872097,0.0,MEDIUM,0
acc_M915318947,0.504583,0.34677,0.871341,0.0,MEDIUM,0
tx_38078,0.504578,0.343804,0.874665,0.0,MEDIUM,0
acc_M105503177,0.504577,0.340092,0.878839,0.0,MEDIUM,0
tx_17154,0.504575,0.218138,0.941032,0.2,MEDIUM,0
acc_C211205391,0.504573,0.328903,0.722666,0.45,MEDIUM,0
tx_42476,0.504571,0.266234,0.961913,0.0,MEDIUM,0
tx_32831,0.50457,0.396528,0.571582,0.65,MEDIUM,0
tx_7140,0.50457,0.262931,0.965627,0.0,MEDIUM,0
tx_6695,0.504569,0.258335,0.970795,0.0,MEDIUM,0
acc_M184203196,0.504568,0.329712,0.890493,0.0,MEDIUM,0
tx_8479,0.504567,0.289325,0.935926,0.0,MEDIUM,0
tx_17805,0.504567,0.274625,0.952465,0.0,MEDIUM,0
acc_M48115366,0.504567,0.339357,0.879642,0.0,MEDIUM,0
tx_12922,0.504566,0.263401,0.965089,0.0,MEDIUM,0
acc_C348553405,0.504562,0.371179,0.675079,0.45,MEDIUM,0
acc_M466473730,0.504559,0.377905,0.836255,0.0,MEDIUM,0
acc_M1968190405,0.504554,0.35473,0.862314,0.0,MEDIUM,0
acc_M1457903190,0.504552,0.367373,0.848085,0.0,MEDIUM,0
tx_3583,0.504551,0.266324,0.961763,0.0,MEDIUM,0
tx_49008,0.504549,0.186113,0.920745,0.35,MEDIUM,0
tx_42238,0.504545,0.193498,0.837428,0.55,MEDIUM,0
tx_42442,0.504542,0.264652,0.963621,0.0,MEDIUM,0
tx_33847,0.504541,0.333227,0.886473,0.0,MEDIUM,0
acc_C6180433,0.504536,0.364607,0.682406,0.45,MEDIUM,0
acc_C1491110804,0.504536,0.327123,0.724578,0.45,MEDIUM,0
acc_C884958895,0.504534,0.312436,0.741095,0.45,MEDIUM,0
tx_20511,0.504533,0.267686,0.960187,0.0,MEDIUM,0
acc_M942765793,0.504532,0.350606,0.866898,0.0,MEDIUM,0
acc_C1552840327,0.504527,0.466214,0.736826,0.0,MEDIUM,0
acc_M1652552120,0.504525,0.333413,0.886224,0.0,MEDIUM,0
tx_49162,0.504525,0.289539,0.80433,0.35,MEDIUM,0
acc_M466132515,0.504525,0.368607,0.846628,0.0,MEDIUM,0
tx_29775,0.504524,0.27698,0.949707,0.0,MEDIUM,0
tx_4379,0.50452,0.315813,0.90601,0.0,MEDIUM,0
acc_C305806141,0.504519,0.368384,0.678117,0.45,MEDIUM,0
tx_49827,0.504518,0.268778,0.827669,0.35,MEDIUM,0
acc_C531804877,0.504512,0.338306,0.711935,0.45,MEDIUM,0
tx_15210,0.504508,0.296862,0.9273,0.0,MEDIUM,0
tx_25081,0.504506,0.250078,0.979927,0.0,MEDIUM,0
tx_10287,0.504505,0.262077,0.966426,0.0,MEDIUM,0
tx_41524,0.504504,0.322988,0.897899,0.0,MEDIUM,0
tx_6428,0.504504,0.262621,0.965811,0.0,MEDIUM,0
tx_24611,0.504504,0.313111,0.909011,0.0,MEDIUM,0
acc_M982233756,0.504502,0.354486,0.862458,0.0,MEDIUM,0
tx_32358,0.504502,0.280068,0.946179,0.0,MEDIUM,0
acc_C1653061215,0.504502,0.349484,0.699336,0.45,MEDIUM,0
tx_29874,0.504501,0.270595,0.956832,0.0,MEDIUM,0
tx_12652,0.5045,0.280216,0.946008,0.0,MEDIUM,0
tx_36371,0.504499,0.298467,0.925473,0.0,MEDIUM,0
acc_M1167987211,0.504499,0.330814,0.889081,0.0,MEDIUM,0
tx_16703,0.504498,0.267321,0.960509,0.0,MEDIUM,0
tx_1897,0.50449,0.322617,0.898279,0.0,MEDIUM,0
tx_33835,0.504489,0.298753,0.925126,0.0,MEDIUM,0
acc_M1184965604,0.504486,0.340242,0.878443,0.0,MEDIUM,0
tx_48060,0.504483,0.15872,0.876398,0.55,MEDIUM,0
acc_M1568865908,0.504483,0.344029,0.874175,0.0,MEDIUM,0
tx_6387,0.504483,0.318372,0.903039,0.0,MEDIUM,0
tx_3485,0.504481,0.317612,0.903889,0.0,MEDIUM,0
acc_C353489239,0.504479,0.330498,0.720637,0.45,MEDIUM,0
tx_8248,0.504476,0.280005,0.946185,0.0,MEDIUM,0
acc_C1528815847,0.504476,0.350277,0.698378,0.45,MEDIUM,0
tx_45306,0.504475,0.284917,0.940657,0.0,MEDIUM,0
tx_15181,0.504475,0.264155,0.964014,0.0,MEDIUM,0
tx_34216,0.504473,0.18732,0.806698,0.65,MEDIUM,0
